total_length_cm,green_loss_dB,green_loss_dB_std,red_loss_dB,red_loss_dB_std
8.0,24.654176019575356,0.054943364312514495,4.303473805557611,0.044306633798639646
9.0,28.386668952041003,0.23693820179502983,4.68623581530537,0.14930017626551803
11.0,31.652258168649276,0.27580036337097047,5.1021497914965135,0.11311075947629605
13.0,32.62630753698555,0.3455514700131221,5.27290787043684,0.06958407404814829
16.0,34.689286048405044,0.5585402136156128,5.7443522940383485,0.304176486707768
