fpr,tpr
0.7117117117117117,0.8333333333333334
0.7127715951245363,0.8333333333333334
0.7138314785373608,0.8333333333333334
0.7180710121886592,0.8333333333333334
0.7191308956014838,0.8333333333333334
0.7196608373078961,0.8333333333333334
0.7207207207207207,0.8333333333333334
0.721250662427133,0.8333333333333334
0.7228404875463699,0.8333333333333334
0.7291997880233174,0.8333333333333334
0.730259671436142,0.8333333333333334
0.735559088500265,0.8333333333333334
0.7366189719130896,0.8333333333333334
0.7382087970323264,0.8333333333333334
0.7387387387387387,0.9166666666666666
0.7440381558028617,0.9166666666666666
0.7450980392156863,0.9166666666666666
0.7472178060413355,0.9166666666666666
0.7493375728669847,0.9166666666666666
0.7551669316375199,0.9166666666666666
0.7562268150503445,0.9166666666666666
0.7572866984631691,0.9166666666666666
0.7583465818759937,0.9166666666666666
0.7604663487016429,0.9166666666666666
0.7636459989401165,0.9166666666666666
0.7652358240593534,0.9166666666666666
0.766295707472178,0.9166666666666666
0.7678855325914149,0.9166666666666666
0.7689454160042395,0.9166666666666666
0.7700052994170641,0.9166666666666666
0.7710651828298887,0.9166666666666666
0.7779544250132485,0.9166666666666666
0.7790143084260731,0.9166666666666666
0.7927927927927928,0.9166666666666666
0.7938526762056174,0.9166666666666666
0.7965023847376789,0.9166666666666666
0.7975622681505035,0.9166666666666666
0.8033916269210387,0.9166666666666666
0.8044515103338633,0.9166666666666666
0.809220985691574,0.9166666666666666
0.8102808691043986,0.9166666666666666
0.81293057763646,0.9166666666666666
0.8139904610492846,0.9166666666666666
0.8161102278749337,0.9166666666666666
0.8171701112877583,0.9166666666666666
0.8208797032326444,0.9166666666666666
0.821939586645469,0.9166666666666666
0.8272390037095919,0.9166666666666666
0.8282988871224165,0.9166666666666666
0.8330683624801272,0.9166666666666666
0.8351881293057764,0.9166666666666666
0.8394276629570747,0.9166666666666666
0.8404875463698993,0.9166666666666666
0.8410174880763116,0.9166666666666666
0.8420773714891362,0.9166666666666666
0.8426073131955485,0.9166666666666666
0.8441971383147854,0.9166666666666666
0.84525702172761,0.9166666666666666
0.8463169051404346,0.9166666666666666
0.8468468468468469,0.9166666666666666
0.8500264970853206,0.9166666666666666
0.8505564387917329,0.9166666666666666
0.8516163222045575,0.9166666666666666
0.8521462639109698,0.9166666666666666
0.8532061473237944,0.9166666666666666
0.8563857975622682,0.9166666666666666
0.8579756226815051,0.9166666666666666
0.8669846316905141,0.9166666666666666
0.8680445151033387,0.9166666666666666
0.8691043985161632,0.9166666666666666
0.8701642819289878,0.9166666666666666
0.8706942236354,0.9166666666666666
0.8717541070482246,0.9166666666666666
0.8749337572866984,0.9166666666666666
0.875993640699523,0.9166666666666666
0.8770535241123476,0.9166666666666666
0.8781134075251722,0.9166666666666666
0.8802331743508214,0.9166666666666666
0.881293057763646,0.9166666666666666
0.8834128245892952,0.9166666666666666
0.8844727080021197,0.9166666666666666
0.8844727080021197,1.0
0.885002649708532,1.0
0.8860625331213566,1.0
0.8887122416534181,1.0
0.8897721250662427,1.0
0.8918918918918919,1.0
0.8929517753047165,1.0
0.8977212506624271,1.0
0.8987811340752517,1.0
0.9030206677265501,1.0
0.9040805511393747,1.0
0.9093799682034976,1.0
0.9109697933227345,1.0
0.9130895601483837,1.0
0.9146793852676206,1.0
0.918918918918919,1.0
0.9199788023317436,1.0
0.9205087440381559,1.0
0.9226285108638049,1.0
0.9289878113407525,1.0
0.9300476947535771,1.0
0.931637519872814,1.0
0.9326974032856385,1.0
0.9337572866984631,1.0
0.9348171701112877,1.0
0.9353471118177,1.0
0.9364069952305246,1.0
0.9395866454689984,1.0
0.940646528881823,1.0
0.9411764705882353,1.0
0.9422363540010599,1.0
0.9480657127715951,1.0
0.9491255961844197,1.0
0.9544250132485427,1.0
0.9554848966613673,1.0
0.9565447800741919,1.0
0.958664546899841,1.0
0.9888712241653418,1.0
0.9899311075781664,1.0
1.0,1.0
