,Fiber1,Fiber2,Fiber3,Fiber4,Fiber5
Fiber1,97.43589743589743,5.113122171945701,5.295238095238095,2.508361204013378,1.4492753623188406
Fiber2,3.121516164994426,95.2991452991453,3.3904761904761904,3.678929765886288,4.570791527313267
Fiber3,4.849498327759197,3.8461538461538463,92.94871794871794,5.908584169453735,4.682274247491639
Fiber4,3.2887402452619843,3.8461538461538463,4.3428571428571425,98.71794871794872,2.2853957636566333
Fiber5,4.292084726867335,5.429864253393665,5.0285714285714285,2.5641025641025643,93.58974358974359
